0,1,2
4040.0,2597.4902541425413,4020.0
4040.0,2644.0614327571047,4020.0
4040.0,2690.632611371668,4020.0
4040.0,2737.2037899862316,4020.0
4040.0,3002.7778452212424,4020.0
4040.0,3268.351900456253,4020.0
4040.0,3533.925955691264,4020.0
4040.0,3799.5000109262746,4020.0
4040.0,3860.4125934019817,4020.0
4040.0,3921.3251758776887,4020.0
4040.0,3982.2377583533957,4020.0
4040.0,4020.0,4020.0
4028.607058043328,4020.0,4020.0
4017.214116086656,4020.0,4020.0
4040.0,4020.0,4020.0
4040.0,4020.0,4020.0
4040.0,4020.0,4020.0
4040.0,4020.0,4020.0
4040.0,3848.0468123499586,4020.0
4040.0,3676.093624699917,4020.0
4040.0,3482.780671302417,4020.0
4040.0,3289.4677179049168,4020.0
4015.272547024882,3096.1547645074165,4020.0
3990.545094049764,3102.8418111099163,4020.0
3982.757764471514,3095.110262781666,4020.0
3974.9704348932637,3087.3787144534153,4020.0
3967.1831053150136,3079.647166125165,4020.0
3959.3957757367634,3071.9156177969144,4020.0
3973.4240350457694,3049.1779663206225,4020.0
3987.4522943547754,3026.4403148443307,4020.0
4001.4805536637814,3003.702663368039,4020.0
4040.0,2980.965011891747,4020.0
4040.0,2765.5464915068824,4003.521053339237
4040.0,2550.1279711220177,3987.042106678474
4040.0,2334.709450737153,3970.5631600177107
4040.0,2144.2909303522883,3954.0842133569477
4040.0,2118.3557313755055,3893.82888872652
4040.0,2092.4205323987226,3833.573564096092
4040.0,2066.4853334219397,3773.318239465664
4040.0,2040.5501344451566,3713.0629148352364
4040.0,2004.291750513233,3631.7591697419693
4040.0,1968.0333665813093,3550.4554246487023
4040.0,1931.7749826493857,3469.1516795554353
4040.0,1895.516598717462,3587.8479344621683
4040.0,1840.170803823287,3725.641927477607
4040.0,1784.825008929112,3863.435920493046
